Al,Mg,Si,Zn,liquidus,eq_liquidus
0.28,0.04,0.05,,861.411755772421,"{'DIAMOND_A4#1': 1.4272843361846009e-15, 'LIQUID#1': 1.0}"
0.28,0.04,0.06,,889.0359393788661,"{'DIAMOND_A4#1': 2.222168823168745e-16, 'LIQUID#1': 1.0}"
0.28,0.04,0.07,,913.8142684515718,{'LIQUID#1': 0.9999999999999998}
0.28,0.04,0.08,,936.4137740496976,"{'DIAMOND_A4#1': 5.1823416680614126e-17, 'LIQUID#1': 0.9999999999999999}"
0.28,0.04,0.09,,957.2802260958649,{'LIQUID#1': 1.0}
0.28,0.05,0.01,,762.8507137373052,{'LIQUID#1': 1.0}
0.28,0.05,0.02,,787.9715086359606,{'LIQUID#1': 1.0}
0.28,0.05,0.03,,802.6261954758793,{'LIQUID#1': 1.0}
0.28,0.05,0.04,,813.5940545407019,"{'DIAMOND_A4#1': 9.454582738084366e-17, 'LIQUID#1': 0.9999999999999999}"
0.28,0.05,0.05,,845.1486615379072,"{'DIAMOND_A4#1': 9.02578011423813e-16, 'LIQUID#1': 1.0}"
0.28,0.05,0.06,,872.8755671557396,{'LIQUID#1': 1.0}
0.28,0.05,0.07,,897.818044784922,{'LIQUID#1': 1.0}
0.28,0.05,0.08,,920.6249070415573,"{'DIAMOND_A4#1': 9.660180341818334e-17, 'LIQUID#1': 1.0}"
0.28,0.05,0.09,,941.7294227932304,"{'DIAMOND_A4#1': 7.173485887793789e-17, 'LIQUID#1': 1.0}"
0.28,0.06,0.01,,779.7492380610596,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.7880858691185018e-15}"
0.28,0.06,0.02,,812.1016912379298,{'LIQUID#1': 1.0}
0.28,0.06,0.03,,828.0849691783358,{'LIQUID#1': 0.9999999999999999}
0.28,0.06,0.04,,837.0056950242807,{'LIQUID#1': 1.0}
0.28,0.06,0.05,,841.9485963442291,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 1.1518455531932973e-15}"
0.28,0.06,0.06,,856.5045893278926,{'LIQUID#1': 1.0}
0.28,0.06,0.07,,881.5946281407358,{'LIQUID#1': 1.0000000000000002}
0.28,0.06,0.08,,904.5954405510721,{'LIQUID#1': 1.0}
0.28,0.06,0.09,,925.9275198263234,"{'DIAMOND_A4#1': 4.577196750666449e-16, 'LIQUID#1': 1.0}"
0.28,0.07,0.01,,798.5681007149001,{'LIQUID#1': 0.9999999999999999}
0.28,0.07,0.02,,832.6418435451809,"{'LIQUID#1': 1.0, 'MG2SI#1': 3.5335170820499444e-16}"
0.28,0.07,0.03,,849.8371135439133,{'LIQUID#1': 1.0}
0.28,0.07,0.04,,859.735911563511,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.1158697459147542e-16}"
0.28,0.07,0.05,,865.517219323812,{'LIQUID#1': 1.0000000000000002}
0.28,0.07,0.06,,868.6508886250377,"{'LIQUID#1': 1.0, 'MG2SI#1': 3.0428059511452567e-16}"
0.28,0.07,0.07,,869.9423610683257,"{'LIQUID#1': 1.0, 'MG2SI#1': 8.733546154138355e-13}"
0.28,0.07,0.08,,888.3516791759052,"{'DIAMOND_A4#1': 2.657477633789303e-15, 'LIQUID#1': 1.0}"
0.28,0.07,0.09,,909.8987050992849,{'LIQUID#1': 1.0}
0.28,0.08,0.01,,814.7217660285922,{'LIQUID#1': 1.0}
0.28,0.08,0.02,,850.3574351348984,"{'LIQUID#1': 1.0000000000000002, 'MG2SI#1': 2.7972258925985053e-16}"
0.28,0.08,0.03,,868.6718957938396,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.1734151875112398e-15}"
0.28,0.08,0.04,,879.4849184960054,"{'LIQUID#1': 1.0, 'MG2SI#1': 2.5904134347369813e-16}"
0.28,0.08,0.05,,886.057002958013,{'LIQUID#1': 1.0}
0.28,0.08,0.06,,889.8968713630776,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 1.4159672699832208e-15}"
0.28,0.08,0.07,,891.8320235232993,{'LIQUID#1': 0.9999999999999999}
0.28,0.08,0.08,,892.3667329751562,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 1.8585716794095638e-17}"
0.28,0.08,0.09,,893.6666426330574,"{'DIAMOND_A4#1': 3.774260906825755e-16, 'LIQUID#1': 1.0}"
0.28,0.09,0.01,,828.7078869498386,{'LIQUID#1': 1.0}
0.28,0.09,0.02,,865.7747841471182,{'LIQUID#1': 0.9999999999999998}
0.28,0.09,0.03,,885.1318002111215,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 3.11526001732469e-16}"
0.28,0.09,0.04,,896.8060291919388,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 9.861120429968929e-17}"
0.28,0.09,0.05,,904.1291485381018,"{'LIQUID#1': 1.0, 'MG2SI#1': 9.163526110557477e-16}"
0.28,0.09,0.06,,908.6438620599723,{'LIQUID#1': 1.0}
0.28,0.09,0.07,,911.1969844838586,"{'LIQUID#1': 1.0, 'MG2SI#1': 5.182827228017715e-16}"
0.28,0.09,0.08,,912.3050752983766,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 6.582408603633824e-16}"
0.28,0.09,0.09,,912.3067936333025,{'LIQUID#1': 0.9999999999999999}
0.29,0.01,0.01,,772.4740544344637,{'LIQUID#1': 1.0}
0.29,0.01,0.02,,785.9411603780554,"{'DIAMOND_A4#1': 8.799433146034078e-16, 'LIQUID#1': 1.0}"
0.29,0.01,0.03,,833.7820161046025,{'LIQUID#1': 1.0}
0.29,0.01,0.04,,871.2061594494985,"{'DIAMOND_A4#1': 7.657479644648102e-16, 'LIQUID#1': 0.9999999999999999}"
0.29,0.01,0.05,,902.477538740586,"{'DIAMOND_A4#1': 1.0774477408962424e-15, 'LIQUID#1': 1.0}"
0.29,0.01,0.06,,929.6279761373233,"{'DIAMOND_A4#1': 1.7545256687722622e-16, 'LIQUID#1': 1.0}"
0.29,0.01,0.07,,953.799766515757,"{'DIAMOND_A4#1': 2.956430388012768e-16, 'LIQUID#1': 1.0}"
0.29,0.01,0.08,,975.7047954919573,{'LIQUID#1': 1.0}
0.29,0.01,0.09,,995.819259575434,{'LIQUID#1': 1.0}
0.29,0.02,0.01,,771.9057548623125,"{'FCC_A1#1': 6.657588807505342e-16, 'LIQUID#1': 1.0}"
0.29,0.02,0.02,,770.8400759222749,"{'DIAMOND_A4#1': 6.878971632686567e-16, 'LIQUID#1': 0.9999999999999999}"
0.29,0.02,0.03,,818.4159808586086,"{'DIAMOND_A4#1': 4.0082250869424673e-16, 'LIQUID#1': 0.9999999999999999}"
0.29,0.02,0.04,,855.7893236013779,{'LIQUID#1': 0.9999999999999998}
0.29,0.02,0.05,,887.1305584962031,{'LIQUID#1': 1.0}
0.29,0.02,0.06,,914.4259767546453,{'LIQUID#1': 1.0}
0.29,0.02,0.07,,938.7917748026697,{'LIQUID#1': 1.0}
0.29,0.02,0.08,,960.9233260090673,{'LIQUID#1': 1.0}
0.29,0.02,0.09,,981.2856764548872,"{'DIAMOND_A4#1': 1.3341719574708705e-15, 'LIQUID#1': 0.9999999999999999}"
0.29,0.03,0.01,,770.5759569093694,{'LIQUID#1': 1.0}
0.29,0.03,0.02,,758.4252187546176,{'LIQUID#1': 1.0}
0.29,0.03,0.03,,802.8059912462061,{'LIQUID#1': 0.9999999999999998}
0.29,0.03,0.04,,840.1043395358922,{'LIQUID#1': 1.0}
0.29,0.03,0.05,,871.497277284508,"{'DIAMOND_A4#1': 2.0610415495596803e-16, 'LIQUID#1': 1.0}"
0.29,0.03,0.06,,898.9244043930482,"{'DIAMOND_A4#1': 6.450846380249785e-16, 'LIQUID#1': 1.0}"
0.29,0.03,0.07,,923.4750510399349,{'LIQUID#1': 1.0}
0.29,0.03,0.08,,945.8275120072766,{'LIQUID#1': 1.0}
0.29,0.03,0.09,,966.4352355517498,"{'DIAMOND_A4#1': 4.539988424366769e-16, 'LIQUID#1': 1.0}"
0.29,0.04,0.01,,768.5580940973038,{'LIQUID#1': 1.0}
0.29,0.04,0.02,,757.9021943989277,"{'LIQUID#1': 1.0, 'MG2SI#1': 4.423650549914123e-16}"
0.29,0.04,0.03,,786.990644652038,{'LIQUID#1': 1.0}
0.29,0.04,0.04,,824.1882830272137,{'LIQUID#1': 1.0}
0.29,0.04,0.05,,855.6126883288076,{'LIQUID#1': 1.0}
0.29,0.04,0.06,,883.1558194163337,{'LIQUID#1': 1.0}
0.29,0.04,0.07,,907.8795006309018,"{'DIAMOND_A4#1': 7.128593695700541e-17, 'LIQUID#1': 1.0}"
0.29,0.04,0.08,,930.4444691705374,"{'DIAMOND_A4#1': 1.3622777298103205e-16, 'LIQUID#1': 1.0}"
0.29,0.04,0.09,,951.2921877298077,"{'DIAMOND_A4#1': 1.9751821358065385e-16, 'LIQUID#1': 0.9999999999999999}"
0.29,0.05,0.01,,765.9236624885846,{'LIQUID#1': 1.0}
0.29,0.05,0.02,,786.5104029342824,{'LIQUID#1': 1.0}
0.29,0.05,0.03,,801.2968586692758,"{'LIQUID#1': 1.0, 'MG2SI#1': 2.6780521538228025e-17}"
0.29,0.05,0.04,,809.3255399019685,{'LIQUID#1': 1.0}
0.29,0.05,0.05,,839.510255350694,"{'DIAMOND_A4#1': 7.282903389237024e-16, 'LIQUID#1': 1.0}"
0.29,0.05,0.06,,867.1516042944295,"{'DIAMOND_A4#1': 1.20249362394276e-16, 'LIQUID#1': 1.0}"
0.29,0.05,0.07,,892.0341856880337,"{'DIAMOND_A4#1': 1.968247764514795e-16, 'LIQUID#1': 1.0000000000000002}"
0.29,0.05,0.08,,914.8007825469072,{'LIQUID#1': 1.0}
0.29,0.05,0.09,,935.8805453974494,"{'DIAMOND_A4#1': 3.567326511586991e-16, 'LIQUID#1': 1.0}"
0.29,0.06,0.01,,777.9949383930546,{'LIQUID#1': 1.0}
0.29,0.06,0.02,,810.3826228978651,"{'LIQUID#1': 1.0, 'MG2SI#1': 3.4061217308018785e-16}"
0.29,0.06,0.03,,826.4834930963477,"{'LIQUID#1': 1.0, 'MG2SI#1': 6.757308155394212e-16}"
0.29,0.06,0.04,,835.5566569063681,{'LIQUID#1': 1.0}
0.29,0.06,0.05,,840.6711212568921,"{'LIQUID#1': 1.0, 'MG2SI#1': 9.233129100974711e-16}"
0.29,0.06,0.06,,850.9419267253722,"{'DIAMOND_A4#1': 1.268226655476485e-15, 'LIQUID#1': 1.0}"
0.29,0.06,0.07,,875.9672662469338,"{'DIAMOND_A4#1': 1.1273597977066962e-15, 'LIQUID#1': 0.9999999999999999}"
0.29,0.06,0.08,,898.9224286402593,"{'DIAMOND_A4#1': 7.511835261365694e-16, 'LIQUID#1': 0.9999999999999999}"
0.29,0.06,0.09,,920.2239885968015,{'LIQUID#1': 0.9999999999999998}
0.29,0.07,0.01,,796.6131841613789,{'LIQUID#1': 1.0000000000000002}
0.29,0.07,0.02,,830.7072955710504,{'LIQUID#1': 1.0}
0.29,0.07,0.03,,848.006792089435,{'LIQUID#1': 1.0}
0.29,0.07,0.04,,858.0453676898694,{'LIQUID#1': 1.0}
0.29,0.07,0.05,,863.9859822342264,{'LIQUID#1': 1.0}
0.29,0.07,0.06,,867.2910889559337,{'LIQUID#1': 1.0}
0.29,0.07,0.07,,868.7620932367282,{'LIQUID#1': 1.0}
0.29,0.07,0.08,,882.8347110079893,{'LIQUID#1': 1.0}
0.29,0.07,0.09,,904.3457841733546,"{'DIAMOND_A4#1': 1.941814603434065e-15, 'LIQUID#1': 1.0}"
0.29,0.08,0.01,,812.6002900468006,"{'LIQUID#1': 1.0, 'MG2SI#1': 2.558670987297651e-16}"
0.29,0.08,0.02,,848.2424942531411,{'LIQUID#1': 1.0}
0.29,0.08,0.03,,866.648573135588,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.2584748565666564e-16}"
0.29,0.08,0.04,,877.5893665679695,"{'LIQUID#1': 1.0, 'MG2SI#1': 8.874825392925692e-16}"
0.29,0.08,0.05,,884.3091128306635,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 1.278469151523905e-15}"
0.29,0.08,0.06,,888.3090090754933,{'LIQUID#1': 1.0}
0.29,0.08,0.07,,890.412437007121,"{'LIQUID#1': 1.0, 'MG2SI#1': 5.414754515545622e-15}"
0.29,0.08,0.08,,891.1211751807775,{'LIQUID#1': 1.0}
0.29,0.08,0.09,,890.763798721203,"{'LIQUID#1': 1.0, 'MG2SI#1': 5.400312067695574e-16}"
0.29,0.09,0.01,,826.4484278935739,"{'LIQUID#1': 1.0000000000000002, 'MG2SI#1': 1.7567842404026055e-16}"
0.29,0.09,0.02,,863.5089976019929,{'LIQUID#1': 1.0}
0.29,0.09,0.03,,882.9457410623921,"{'LIQUID#1': 1.0, 'MG2SI#1': 4.083732026092601e-16}"
0.29,0.09,0.04,,894.7363496028314,"{'LIQUID#1': 1.0, 'MG2SI#1': 4.608693537487105e-16}"
0.29,0.09,0.05,,902.1960559511261,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.247870268662957e-15}"
0.29,0.09,0.06,,906.8599413474185,"{'LIQUID#1': 1.0, 'MG2SI#1': 4.095144308726002e-15}"
0.29,0.09,0.07,,909.5706397033383,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.796594259480453e-15}"
0.29,0.09,0.08,,910.8421692059746,{'LIQUID#1': 0.9999999999999999}
0.29,0.09,0.09,,911.0115352884033,"{'LIQUID#1': 1.0, 'MG2SI#1': 8.715813290652662e-16}"
0.3,0.01,0.01,,775.6044380512622,"{'FCC_A1#1': 6.5133721637498215e-16, 'LIQUID#1': 1.0}"
0.3,0.01,0.02,,780.3875182210517,{'LIQUID#1': 1.0}
0.3,0.01,0.03,,827.9732347717899,{'LIQUID#1': 1.0}
0.3,0.01,0.04,,865.2358998382865,{'LIQUID#1': 1.0}
0.3,0.01,0.05,,896.4019423220192,"{'DIAMOND_A4#1': 2.7709509849062717e-16, 'LIQUID#1': 1.0}"
0.3,0.01,0.06,,923.4847934529038,{'LIQUID#1': 1.0}
0.3,0.01,0.07,,947.6161415690507,"{'DIAMOND_A4#1': 3.3210494913940916e-16, 'LIQUID#1': 0.9999999999999998}"
0.3,0.01,0.08,,969.5011059541907,{'LIQUID#1': 1.0}
0.3,0.01,0.09,,989.611261892024,{'LIQUID#1': 1.0000000000000002}
0.3,0.02,0.01,,774.9612254690715,{'LIQUID#1': 1.0}
0.3,0.02,0.02,,765.4321224996429,{'LIQUID#1': 1.0}
0.3,0.02,0.03,,812.7518365751221,{'LIQUID#1': 1.0}
0.3,0.02,0.04,,849.9602451877182,"{'DIAMOND_A4#1': 1.6915046042696258e-15, 'LIQUID#1': 1.0}"
0.3,0.02,0.05,,881.1914303484828,{'LIQUID#1': 1.0}
0.3,0.02,0.06,,908.4138572503693,{'LIQUID#1': 1.0}
0.3,0.02,0.07,,932.7334416987072,{'LIQUID#1': 0.9999999999999998}
0.3,0.02,0.08,,954.8389979427408,"{'DIAMOND_A4#1': 1.1279434217496337e-15, 'LIQUID#1': 0.9999999999999999}"
0.3,0.02,0.09,,975.1910883845684,{'LIQUID#1': 1.0}
0.3,0.03,0.01,,773.5847174404902,{'LIQUID#1': 1.0}
0.3,0.03,0.02,,761.7020927578011,"{'FCC_A1#1': 2.0005249563673188e-16, 'LIQUID#1': 0.9999999999999998}"
0.3,0.03,0.03,,797.2936891708536,{'LIQUID#1': 1.0}
0.3,0.03,0.04,,834.4242962810158,{'LIQUID#1': 1.0}
0.3,0.03,0.05,,865.7029150802891,"{'DIAMOND_A4#1': 4.493201437940199e-16, 'LIQUID#1': 1.0}"
0.3,0.03,0.06,,893.0519287789726,{'LIQUID#1': 0.9999999999999998}
0.3,0.03,0.07,,917.5507428020001,"{'DIAMOND_A4#1': 5.966866151677983e-16, 'LIQUID#1': 1.0}"
0.3,0.03,0.08,,939.8713213897317,"{'DIAMOND_A4#1': 1.3636793682587814e-16, 'LIQUID#1': 1.0}"
0.3,0.03,0.09,,960.4627851348466,"{'DIAMOND_A4#1': 2.765846717086344e-17, 'LIQUID#1': 1.0}"
0.3,0.04,0.01,,771.5442924750313,{'LIQUID#1': 1.0}
0.3,0.04,0.02,,760.4439836677465,"{'FCC_A1#1': 1.2111548096568192e-16, 'LIQUID#1': 1.0}"
0.3,0.04,0.03,,781.6358183602632,{'LIQUID#1': 0.9999999999999999}
0.3,0.04,0.04,,818.6636251890812,{'LIQUID#1': 1.0}
0.3,0.04,0.05,,849.9699748271652,{'LIQUID#1': 1.0}
0.3,0.04,0.06,,877.4302540607737,"{'DIAMOND_A4#1': 8.334044965977295e-16, 'LIQUID#1': 0.9999999999999999}"
0.3,0.04,0.07,,902.0967432806941,{'LIQUID#1': 1.0000000000000002}
0.3,0.04,0.08,,924.6240951633058,{'LIQUID#1': 1.0}
0.3,0.04,0.09,,945.449615473029,{'LIQUID#1': 1.0}
0.3,0.05,0.01,,768.9075653368569,{'LIQUID#1': 1.0}
0.3,0.05,0.02,,785.140210164289,{'LIQUID#1': 1.0}
0.3,0.05,0.03,,800.0514675652184,"{'LIQUID#1': 1.0, 'MG2SI#1': 3.695899405988424e-16}"
0.3,0.05,0.04,,808.2385652696976,{'LIQUID#1': 1.0}
0.3,0.05,0.05,,834.0247505539646,{'LIQUID#1': 1.0}
0.3,0.05,0.06,,861.5789785420865,"{'DIAMOND_A4#1': 2.187945518094158e-16, 'LIQUID#1': 1.0}"
0.3,0.05,0.07,,886.3993601419315,{'LIQUID#1': 1.0}
0.3,0.05,0.08,,909.1228558208167,"{'DIAMOND_A4#1': 2.5042698709894475e-16, 'LIQUID#1': 0.9999999999999998}"
0.3,0.05,0.09,,930.1746423937999,{'LIQUID#1': 0.9999999999999999}
0.3,0.06,0.01,,776.3415051811755,{'LIQUID#1': 1.0}
0.3,0.06,0.02,,808.7590141770814,"{'LIQUID#1': 1.0, 'MG2SI#1': 6.728183725318891e-16}"
0.3,0.06,0.03,,824.9709427901796,"{'LIQUID#1': 0.9999999999999998, 'MG2SI#1': 4.244016378944761e-16}"
0.3,0.06,0.04,,834.1896047743965,{'LIQUID#1': 1.0}
0.3,0.06,0.05,,839.4685079089152,"{'LIQUID#1': 1.0, 'MG2SI#1': 4.5776074648556913e-17}"
0.3,0.06,0.06,,845.5271057892248,"{'DIAMOND_A4#1': 5.08322994130257e-16, 'LIQUID#1': 1.0}"
0.3,0.06,0.07,,870.4856680991769,{'LIQUID#1': 0.9999999999999999}
0.3,0.06,0.08,,893.3925801481349,"{'DIAMOND_A4#1': 2.9572404940334113e-15, 'LIQUID#1': 1.0}"
0.3,0.06,0.09,,914.6606326370229,"{'DIAMOND_A4#1': 2.7001928993817394e-16, 'LIQUID#1': 0.9999999999999999}"
0.3,0.07,0.01,,794.7621128194269,"{'LIQUID#1': 1.0, 'MG2SI#1': 2.72690838191247e-16}"
0.3,0.07,0.02,,828.8715964516077,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.0296323985001176e-15}"
0.3,0.07,0.03,,846.269183922929,{'LIQUID#1': 1.0}
0.3,0.07,0.04,,856.4409986463124,{'LIQUID#1': 1.0}
0.3,0.07,0.05,,862.5342064863536,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.0845583105751008e-15}"
0.3,0.07,0.06,,866.0039624004289,"{'LIQUID#1': 1.0, 'MG2SI#1': 3.546659342654252e-16}"
0.3,0.07,0.07,,867.6476836544289,{'LIQUID#1': 1.0}
0.3,0.07,0.08,,877.4576172296806,"{'DIAMOND_A4#1': 1.8836312378528413e-15, 'LIQUID#1': 1.0}"
0.3,0.07,0.09,,898.92997581155,"{'DIAMOND_A4#1': 3.024123657377645e-15, 'LIQUID#1': 1.0}"
0.3,0.08,0.01,,810.5847403862743,"{'LIQUID#1': 1.0, 'MG2SI#1': 6.215709128453369e-16}"
0.3,0.08,0.02,,846.2288726786925,"{'LIQUID#1': 1.0, 'MG2SI#1': 5.497624929761957e-16}"
0.3,0.08,0.03,,864.7208020849966,{'LIQUID#1': 0.9999999999999999}
0.3,0.08,0.04,,875.7831925076081,"{'LIQUID#1': 1.0, 'MG2SI#1': 6.379536261056503e-16}"
0.3,0.08,0.05,,882.6442562165219,"{'LIQUID#1': 1.0, 'MG2SI#1': 5.122000441371819e-16}"
0.3,0.08,0.06,,886.7977687052862,{'LIQUID#1': 1.0}
0.3,0.08,0.07,,889.0630470913915,{'LIQUID#1': 1.0}
0.3,0.08,0.08,,889.9394051202961,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.1511882766954423e-15}"
0.3,0.08,0.09,,889.7538193016279,"{'LIQUID#1': 1.0, 'MG2SI#1': 9.190794251396493e-16}"
0.3,0.09,0.01,,824.2962552240378,"{'LIQUID#1': 1.0, 'MG2SI#1': 6.277658330749781e-17}"
0.3,0.09,0.02,,861.3462572410223,{'LIQUID#1': 1.0}
0.3,0.09,0.03,,880.8573009201306,{'LIQUID#1': 0.9999999999999998}
0.3,0.09,0.04,,892.7584491832104,{'LIQUID#1': 1.0}
0.3,0.09,0.05,,900.3487331463257,{'LIQUID#1': 0.9999999999999999}
0.3,0.09,0.06,,905.1557187508812,"{'LIQUID#1': 1.0, 'MG2SI#1': 8.881440802762645e-16}"
0.3,0.09,0.07,,908.0179149034813,"{'LIQUID#1': 1.0, 'MG2SI#1': 3.8544422035595873e-16}"
0.3,0.09,0.08,,909.4468303081376,{'LIQUID#1': 1.0}
0.3,0.09,0.09,,909.777835638188,"{'LIQUID#1': 1.0, 'MG2SI#1': 5.221675286952231e-16}"
0.31,0.01,0.01,,778.6567948496543,{'LIQUID#1': 1.0}
0.31,0.01,0.02,,774.9908651971477,{'LIQUID#1': 1.0}
0.31,0.01,0.03,,822.3244849388357,"{'DIAMOND_A4#1': 1.834210847504323e-16, 'LIQUID#1': 1.0}"
0.31,0.01,0.04,,859.42596227038,{'LIQUID#1': 1.0}
0.31,0.01,0.05,,890.4853467802114,{'LIQUID#1': 1.0}
0.31,0.01,0.06,,917.4982477554573,{'LIQUID#1': 1.0}
0.31,0.01,0.07,,941.5860783605364,{'LIQUID#1': 1.0}
0.31,0.01,0.08,,963.44740629591,{'LIQUID#1': 1.0}
0.31,0.01,0.09,,983.5493306087079,"{'DIAMOND_A4#1': 2.930151203740995e-16, 'LIQUID#1': 1.0}"
0.31,0.02,0.01,,777.9388208116181,"{'FCC_A1#1': 2.0076917968157926e-16, 'LIQUID#1': 1.0}"
0.31,0.02,0.02,,765.5273166639222,"{'FCC_A1#1': 2.8613983540393367e-17, 'LIQUID#1': 1.0}"
0.31,0.02,0.03,,807.2449034601932,"{'DIAMOND_A4#1': 1.2601262699066705e-16, 'LIQUID#1': 1.0}"
0.31,0.02,0.04,,844.2889266219424,"{'DIAMOND_A4#1': 1.0813632855318018e-16, 'LIQUID#1': 1.0}"
0.31,0.02,0.05,,875.409000378512,"{'DIAMOND_A4#1': 1.1707640201133324e-16, 'LIQUID#1': 1.0}"
0.31,0.02,0.06,,902.55632564453,"{'DIAMOND_A4#1': 3.4048088358088573e-16, 'LIQUID#1': 1.0}"
0.31,0.02,0.07,,926.8268661248765,{'LIQUID#1': 1.0}
0.31,0.02,0.08,,948.9030888346756,{'LIQUID#1': 1.0}
0.31,0.02,0.09,,969.2412192666903,"{'DIAMOND_A4#1': 2.404810396637461e-16, 'LIQUID#1': 0.9999999999999999}"
0.31,0.03,0.01,,776.5152068744542,"{'FCC_A1#1': 2.855509420292456e-16, 'LIQUID#1': 1.0}"
0.31,0.03,0.02,,764.8954505363905,"{'FCC_A1#1': 1.0585252716038425e-15, 'LIQUID#1': 1.0}"
0.31,0.03,0.03,,791.9353800985816,"{'DIAMOND_A4#1': 3.989802238970646e-16, 'LIQUID#1': 1.0}"
0.31,0.03,0.04,,828.8990292313663,"{'DIAMOND_A4#1': 6.206932480553165e-17, 'LIQUID#1': 1.0}"
0.31,0.03,0.05,,860.0625132892836,"{'DIAMOND_A4#1': 7.131052050400591e-16, 'LIQUID#1': 1.0}"
0.31,0.03,0.06,,887.3315513939649,{'LIQUID#1': 1.0}
0.31,0.03,0.07,,911.7759472532191,{'LIQUID#1': 0.9999999999999999}
0.31,0.03,0.08,,934.0615430027527,"{'DIAMOND_A4#1': 8.271585486923094e-16, 'LIQUID#1': 1.0}"
0.31,0.03,0.09,,954.6332752025986,{'LIQUID#1': 1.0}
0.31,0.04,0.01,,774.451356046234,"{'FCC_A1#1': 1.9014068186052464e-16, 'LIQUID#1': 1.0}"
0.31,0.04,0.02,,763.6011818368311,"{'FCC_A1#1': 2.954458460768425e-16, 'LIQUID#1': 1.0}"
0.31,0.04,0.03,,776.4314511240278,"{'DIAMOND_A4#1': 4.180534018712282e-16, 'LIQUID#1': 0.9999999999999999}"
0.31,0.04,0.04,,813.2904149191103,{'LIQUID#1': 1.0}
0.31,0.04,0.05,,844.4781205345498,"{'DIAMOND_A4#1': 1.154073116500087e-16, 'LIQUID#1': 0.9999999999999999}"
0.31,0.04,0.06,,871.8539230521737,{'LIQUID#1': 0.9999999999999998}
0.31,0.04,0.07,,896.460874075904,{'LIQUID#1': 1.0}
0.31,0.04,0.08,,918.9477463512692,"{'DIAMOND_A4#1': 9.554104939923164e-16, 'LIQUID#1': 1.0}"
0.31,0.04,0.09,,939.747828943544,"{'DIAMOND_A4#1': 1.0872560395034409e-16, 'LIQUID#1': 1.0}"
0.31,0.05,0.01,,771.8111176150876,"{'FCC_A1#1': 1.2045085927783296e-15, 'LIQUID#1': 1.0}"
0.31,0.05,0.02,,783.8568120675197,{'LIQUID#1': 1.0}
0.31,0.05,0.03,,798.8862071880887,"{'LIQUID#1': 1.0, 'MG2SI#1': 2.2258700533819057e-16}"
0.31,0.05,0.04,,807.2246263430467,"{'LIQUID#1': 1.0, 'MG2SI#1': 8.716379947771069e-16}"
0.31,0.05,0.05,,828.6867060963228,"{'DIAMOND_A4#1': 2.289802753519947e-17, 'LIQUID#1': 1.0}"
0.31,0.05,0.06,,856.1524097202098,{'LIQUID#1': 1.0}
0.31,0.05,0.07,,880.9084751119426,{'LIQUID#1': 1.0}
0.31,0.05,0.08,,903.586239057372,"{'DIAMOND_A4#1': 6.708512340344103e-17, 'LIQUID#1': 1.0}"
0.31,0.05,0.09,,924.6070403049342,{'LIQUID#1': 0.9999999999999999}
0.31,0.06,0.01,,774.7844992811869,{'LIQUID#1': 0.9999999999999998}
0.31,0.06,0.02,,807.22673210309,{'LIQUID#1': 1.0}
0.31,0.06,0.03,,823.5434727961458,{'LIQUID#1': 1.0}
0.31,0.06,0.04,,832.9009684240089,{'LIQUID#1': 1.0}
0.31,0.06,0.05,,838.3374517012008,{'LIQUID#1': 1.0}
0.31,0.06,0.06,,841.2564726885106,"{'LIQUID#1': 1.0, 'MG2SI#1': 2.750939955443293e-15}"
0.31,0.06,0.07,,865.1447928163633,{'LIQUID#1': 1.0}
0.31,0.06,0.08,,888.0010458473205,{'LIQUID#1': 1.0}
0.31,0.06,0.09,,909.232806999405,{'LIQUID#1': 1.0}
0.31,0.07,0.01,,793.0104663842593,"{'LIQUID#1': 1.0, 'MG2SI#1': 5.748746756541353e-16}"
0.31,0.07,0.02,,827.1306144554054,{'LIQUID#1': 0.9999999999999998}
0.31,0.07,0.03,,844.6204312996267,{'LIQUID#1': 1.0}
0.31,0.07,0.04,,854.9192091142957,"{'LIQUID#1': 0.9999999999999998, 'MG2SI#1': 9.596559221940764e-16}"
0.31,0.07,0.05,,861.1585494427326,"{'LIQUID#1': 1.0, 'MG2SI#1': 5.396112898957933e-16}"
0.31,0.07,0.06,,864.7864086110342,{'LIQUID#1': 1.0}
0.31,0.07,0.07,,866.5962705549817,"{'LIQUID#1': 1.0, 'MG2SI#1': 5.26976926256458e-15}"
